wall_thickness,unit_cell_size,porosity_fraction,strut_angle,stiffness_MPa,porosity
1.8247058807675045,4.57436424571836,0.6254384484892872,68.96570223606675,210.02707118717265,0.6254384484892872
0.761422478446445,2.2304317501826336,0.7111663265322832,74.44626686999457,140.67065506705148,0.7111663265322832
0.8075366048889225,1.857790729433419,0.5406564539276428,68.19252406373009,288.03746207197787,0.5406564539276428
1.5194647034748407,3.4314480509498746,0.7500750561956087,57.386176912175905,124.59782085694329,0.7500750561956087
1.6495609236839388,3.7929213294091313,0.5982413332660119,88.74677428237482,246.26944005557672,0.5982413332660119
1.4837646055661116,3.3170941637148528,0.6653691254557359,74.17488206742274,185.40761291429362,0.6653691254557359
0.7599422517687648,1.802893257833822,0.7914204330798323,87.19466868318827,120.66491586251269,0.7914204330798323
0.8075366048889225,1.857790729433419,0.5800878818105085,68.19252406373009,263.730614044474,0.5800878818105085
0.7354963870007634,1.7444965968010027,0.5984616591866382,77.80227280509914,240.25642649697653,0.5984616591866382
1.4151274087628996,3.482913401631214,0.6840525917093505,69.80872245560806,177.33481675914769,0.6840525917093505
0.8022097168843497,1.9386003289554508,0.73382871097394,81.25547453050658,126.53963887385514,0.73382871097394
1.395415451242286,3.2380348862937627,0.7300089246501987,88.2450747384863,140.10412871504093,0.7300089246501987
1.5183791165320843,3.4034338851260144,0.5667277771393547,67.08445197047922,270.04822134044133,0.5667277771393547
0.8075366048889225,1.8125123104268273,0.5407597365387911,87.30908347587118,287.28317186187564,0.5407597365387911
1.3818117839493518,3.097064786379072,0.5949227016194694,83.54783073921892,252.53342149612294,0.5949227016194694
1.4162536400195855,3.548180556077675,0.8223662994427993,63.392099146628375,76.99079798132522,0.8223662994427993
1.6303179659647633,3.7835265817270978,0.8190771292901923,79.68067520657223,79.17056504390743,0.8190771292901923
0.6285449470015165,3.393258746502939,0.888704465943934,79.46571536533179,76.35638776803899,0.888704465943934
1.8937614390991748,4.695240788467986,0.8999999999919839,81.01549385655746,70.26858891986475,0.8999999999919839
1.40873485765082,3.15172319019698,0.6235114362701379,81.8413566480043,223.40086709579637,0.6235114362701379
1.3890704492986232,3.4034338851260144,0.5524702660636168,67.24057774498232,275.2397327669204,0.5524702660636168
1.5835059227530517,3.530059112341626,0.5267112727678352,71.9107315758062,317.9356062723013,0.5267112727678352
1.5902604714511839,3.655931618123447,0.8066100540775673,71.64296799654814,95.26323282945458,0.8066100540775673
1.40873485765082,3.1378215951954287,0.8099503762058191,81.7508397134488,91.520918744726,0.8099503762058191
1.5741854114246057,3.5958066492352336,0.7312085890641739,63.11279162474471,130.8092848605384,0.7312085890641739
1.6986215479926499,3.8579994992145052,0.6874317625978966,66.77694744849134,172.6977881344693,0.6874317625978966
1.6862435641262932,4.258695046697644,0.8148182008820909,85.17864612484507,80.52109943002537,0.8148182008820909
1.6166579556355025,3.9059444078378487,0.5274161132313848,86.32008211852371,306.08609440370196,0.5274161132313848
1.9369392340346459,4.349722918559686,0.6600572016669466,89.34474920899096,189.8248376077276,0.6600572016669466
0.8023985517446172,1.8898950962951673,0.7021864230151275,79.99300130173297,152.30108940206918,0.7021864230151275
1.3585612555525377,3.235544753379157,0.567827013510888,84.09738559339002,264.1394701051438,0.567827013510888
1.4041171609481942,3.148228148993774,0.5343547098276348,83.78967638956382,298.4028429689943,0.5343547098276348
1.6494829265866948,3.7728713437349075,0.5998909082288453,80.73187850295044,240.15691021898775,0.5998909082288453
1.395415451242286,3.131768094476783,0.5448962550243458,84.12347418218515,282.0571588873093,0.5448962550243458
1.653956179316159,3.9059444078378487,0.5452464660510845,86.32008211852371,276.7950862997268,0.5452464660510845
1.4882363443833493,3.3572595913914323,0.5081239003292306,80.22317170147274,321.03624518639054,0.5081239003292306
1.5603479097204813,3.6938651457841476,0.5005904620522897,84.38431521172187,336.40680155802613,0.5005904620522897
1.4781343193177539,3.456131143681777,0.7065198474596978,80.20981719089541,145.7174820288276,0.7065198474596978
1.617068334703068,4.143853354704847,0.9,81.44589306144111,60.27320095889026,0.9
1.4172693615014713,3.2385130620594005,0.6405892588063007,80.71886842863324,204.65736677336807,0.6405892588063007
1.6716562497296552,3.8656584257601287,0.692596837578792,73.26142315832412,169.28382673011612,0.692596837578792
1.4103445153710712,3.15172319019698,0.5076821377001389,88.70643441643921,326.75932657400045,0.5076821377001389
1.5902604714511839,3.655931618123447,0.8127017984276868,67.55796862795869,89.37009142496075,0.8127017984276868
